id,target
boostcamp-sts-v1-test-158,3.7
boostcamp-sts-v1-test-159,1.6
boostcamp-sts-v1-test-160,4.8
boostcamp-sts-v1-test-161,3.2
boostcamp-sts-v1-test-162,2.3
boostcamp-sts-v1-test-163,1.7
boostcamp-sts-v1-test-164,1.2
boostcamp-sts-v1-test-165,5.2
boostcamp-sts-v1-test-166,1.0
boostcamp-sts-v1-test-167,2.4
boostcamp-sts-v1-test-168,1.0
boostcamp-sts-v1-test-169,3.0
boostcamp-sts-v1-test-170,3.2
boostcamp-sts-v1-test-171,2.8
boostcamp-sts-v1-test-172,2.1
boostcamp-sts-v1-test-173,1.6
boostcamp-sts-v1-test-174,1.0
boostcamp-sts-v1-test-175,2.0
boostcamp-sts-v1-test-176,0.0
boostcamp-sts-v1-test-177,2.8
boostcamp-sts-v1-test-178,0.9
boostcamp-sts-v1-test-179,3.4
boostcamp-sts-v1-test-180,4.0
boostcamp-sts-v1-test-181,1.1
boostcamp-sts-v1-test-182,1.9
boostcamp-sts-v1-test-183,2.6
boostcamp-sts-v1-test-184,2.6
boostcamp-sts-v1-test-185,3.0
boostcamp-sts-v1-test-186,2.6
boostcamp-sts-v1-test-187,1.4
boostcamp-sts-v1-test-188,2.4
boostcamp-sts-v1-test-189,2.6
boostcamp-sts-v1-test-190,2.5
boostcamp-sts-v1-test-191,2.2
boostcamp-sts-v1-test-192,1.3
boostcamp-sts-v1-test-193,1.4
boostcamp-sts-v1-test-194,3.1
boostcamp-sts-v1-test-195,1.0
boostcamp-sts-v1-test-196,1.3
boostcamp-sts-v1-test-197,3.4
boostcamp-sts-v1-test-198,1.9
boostcamp-sts-v1-test-199,0.6
boostcamp-sts-v1-test-200,1.2
boostcamp-sts-v1-test-201,0.8
boostcamp-sts-v1-test-202,3.1
boostcamp-sts-v1-test-203,0.6
boostcamp-sts-v1-test-204,1.2
boostcamp-sts-v1-test-205,1.9
boostcamp-sts-v1-test-206,2.2
boostcamp-sts-v1-test-207,2.2
boostcamp-sts-v1-test-208,1.8
boostcamp-sts-v1-test-209,3.1
boostcamp-sts-v1-test-210,1.2
boostcamp-sts-v1-test-211,0.6
boostcamp-sts-v1-test-212,0.9
boostcamp-sts-v1-test-213,0.6
boostcamp-sts-v1-test-214,3.0
boostcamp-sts-v1-test-215,1.6
boostcamp-sts-v1-test-216,2.6
boostcamp-sts-v1-test-217,1.6
boostcamp-sts-v1-test-218,1.1
boostcamp-sts-v1-test-219,1.5
boostcamp-sts-v1-test-220,2.4
boostcamp-sts-v1-test-221,1.6
boostcamp-sts-v1-test-222,1.6
boostcamp-sts-v1-test-223,0.7
boostcamp-sts-v1-test-224,3.9
boostcamp-sts-v1-test-225,1.9
boostcamp-sts-v1-test-226,3.0
boostcamp-sts-v1-test-227,0.8
boostcamp-sts-v1-test-228,0.2
boostcamp-sts-v1-test-229,0.0
boostcamp-sts-v1-test-230,0.8
boostcamp-sts-v1-test-231,1.1
boostcamp-sts-v1-test-232,2.6
boostcamp-sts-v1-test-233,0.6
boostcamp-sts-v1-test-234,1.1
boostcamp-sts-v1-test-235,0.3
boostcamp-sts-v1-test-236,1.5
boostcamp-sts-v1-test-237,2.2
boostcamp-sts-v1-test-238,0.9
boostcamp-sts-v1-test-239,1.7
boostcamp-sts-v1-test-240,1.4
boostcamp-sts-v1-test-241,0.3
boostcamp-sts-v1-test-242,1.7
boostcamp-sts-v1-test-243,2.3
boostcamp-sts-v1-test-244,0.5
boostcamp-sts-v1-test-245,3.2
boostcamp-sts-v1-test-246,0.2
boostcamp-sts-v1-test-247,3.2
boostcamp-sts-v1-test-248,2.6
boostcamp-sts-v1-test-249,2.6
boostcamp-sts-v1-test-250,0.3
boostcamp-sts-v1-test-251,2.2
boostcamp-sts-v1-test-252,0.6
boostcamp-sts-v1-test-253,3.2
boostcamp-sts-v1-test-254,1.7
boostcamp-sts-v1-test-255,4.3
boostcamp-sts-v1-test-256,1.2
boostcamp-sts-v1-test-257,3.6
boostcamp-sts-v1-test-258,3.4
boostcamp-sts-v1-test-259,2.0
boostcamp-sts-v1-test-260,2.8
boostcamp-sts-v1-test-261,2.7
boostcamp-sts-v1-test-262,3.0
boostcamp-sts-v1-test-263,2.6
boostcamp-sts-v1-test-264,3.0
boostcamp-sts-v1-test-265,1.8
boostcamp-sts-v1-test-266,2.1
boostcamp-sts-v1-test-267,2.5
boostcamp-sts-v1-test-268,1.1
boostcamp-sts-v1-test-269,0.9
boostcamp-sts-v1-test-270,3.8
boostcamp-sts-v1-test-271,2.3
boostcamp-sts-v1-test-272,2.0
boostcamp-sts-v1-test-273,3.6
boostcamp-sts-v1-test-274,3.7
boostcamp-sts-v1-test-275,4.7
boostcamp-sts-v1-test-276,1.2
boostcamp-sts-v1-test-277,1.5
boostcamp-sts-v1-test-278,2.0
boostcamp-sts-v1-test-279,4.0
boostcamp-sts-v1-test-280,1.5
boostcamp-sts-v1-test-281,2.5
boostcamp-sts-v1-test-282,2.9
boostcamp-sts-v1-test-283,1.6
boostcamp-sts-v1-test-284,1.6
boostcamp-sts-v1-test-285,3.0
boostcamp-sts-v1-test-286,2.9
boostcamp-sts-v1-test-287,1.1
boostcamp-sts-v1-test-288,0.7
boostcamp-sts-v1-test-289,1.1
boostcamp-sts-v1-test-290,0.8
boostcamp-sts-v1-test-291,0.4
boostcamp-sts-v1-test-292,1.6
boostcamp-sts-v1-test-293,1.9
boostcamp-sts-v1-test-294,1.9
boostcamp-sts-v1-test-295,1.9
boostcamp-sts-v1-test-296,0.7
boostcamp-sts-v1-test-297,0.7
boostcamp-sts-v1-test-298,4.4
boostcamp-sts-v1-test-299,3.2
boostcamp-sts-v1-test-300,5.3
boostcamp-sts-v1-test-301,2.0
boostcamp-sts-v1-test-302,1.6
boostcamp-sts-v1-test-303,1.5
boostcamp-sts-v1-test-304,2.5
boostcamp-sts-v1-test-305,1.0
boostcamp-sts-v1-test-306,2.9
boostcamp-sts-v1-test-307,3.7
boostcamp-sts-v1-test-308,0.9
boostcamp-sts-v1-test-309,1.8
boostcamp-sts-v1-test-310,4.6
boostcamp-sts-v1-test-311,1.0
boostcamp-sts-v1-test-312,1.2
boostcamp-sts-v1-test-313,3.5
boostcamp-sts-v1-test-314,0.1
boostcamp-sts-v1-test-315,1.0
boostcamp-sts-v1-test-316,2.8
boostcamp-sts-v1-test-317,0.3
boostcamp-sts-v1-test-318,3.1
boostcamp-sts-v1-test-319,3.5
boostcamp-sts-v1-test-320,0.1
boostcamp-sts-v1-test-321,0.7
boostcamp-sts-v1-test-322,3.1
boostcamp-sts-v1-test-323,-0.0
boostcamp-sts-v1-test-324,0.6
boostcamp-sts-v1-test-325,2.6
boostcamp-sts-v1-test-326,2.7
boostcamp-sts-v1-test-327,1.6
boostcamp-sts-v1-test-328,4.0
boostcamp-sts-v1-test-329,0.1
boostcamp-sts-v1-test-330,1.9
boostcamp-sts-v1-test-331,2.9
boostcamp-sts-v1-test-332,2.8
boostcamp-sts-v1-test-333,3.3
boostcamp-sts-v1-test-334,2.8
boostcamp-sts-v1-test-335,1.1
boostcamp-sts-v1-test-336,2.7
boostcamp-sts-v1-test-337,0.4
boostcamp-sts-v1-test-338,4.0
boostcamp-sts-v1-test-339,1.9
boostcamp-sts-v1-test-340,0.7
boostcamp-sts-v1-test-341,3.5
boostcamp-sts-v1-test-342,0.8
boostcamp-sts-v1-test-343,1.2
boostcamp-sts-v1-test-344,3.5
boostcamp-sts-v1-test-345,3.0
boostcamp-sts-v1-test-346,1.2
boostcamp-sts-v1-test-347,0.6
boostcamp-sts-v1-test-348,2.5
boostcamp-sts-v1-test-349,2.0
boostcamp-sts-v1-test-350,1.9
boostcamp-sts-v1-test-351,1.5
boostcamp-sts-v1-test-352,2.1
boostcamp-sts-v1-test-353,1.1
boostcamp-sts-v1-test-354,0.6
boostcamp-sts-v1-test-355,0.6
boostcamp-sts-v1-test-356,1.8
boostcamp-sts-v1-test-357,0.5
boostcamp-sts-v1-test-358,1.1
boostcamp-sts-v1-test-359,2.1
boostcamp-sts-v1-test-360,0.6
boostcamp-sts-v1-test-361,2.3
boostcamp-sts-v1-test-362,2.7
boostcamp-sts-v1-test-363,0.1
boostcamp-sts-v1-test-364,2.7
boostcamp-sts-v1-test-365,5.3
boostcamp-sts-v1-test-366,1.6
boostcamp-sts-v1-test-367,3.4
boostcamp-sts-v1-test-368,0.8
boostcamp-sts-v1-test-369,0.6
boostcamp-sts-v1-test-370,0.0
boostcamp-sts-v1-test-371,3.2
boostcamp-sts-v1-test-372,1.7
boostcamp-sts-v1-test-373,0.9
boostcamp-sts-v1-test-374,1.2
boostcamp-sts-v1-test-375,3.3
boostcamp-sts-v1-test-376,-0.0
boostcamp-sts-v1-test-377,0.2
boostcamp-sts-v1-test-378,5.3
boostcamp-sts-v1-test-379,3.3
boostcamp-sts-v1-test-380,2.2
boostcamp-sts-v1-test-381,1.1
boostcamp-sts-v1-test-382,0.8
boostcamp-sts-v1-test-383,1.5
boostcamp-sts-v1-test-384,1.3
boostcamp-sts-v1-test-385,0.7
boostcamp-sts-v1-test-386,1.1
boostcamp-sts-v1-test-387,1.4
boostcamp-sts-v1-test-388,0.4
boostcamp-sts-v1-test-389,2.0
boostcamp-sts-v1-test-390,0.2
boostcamp-sts-v1-test-391,1.0
boostcamp-sts-v1-test-392,1.7
boostcamp-sts-v1-test-393,2.7
boostcamp-sts-v1-test-394,3.1
boostcamp-sts-v1-test-395,1.2
boostcamp-sts-v1-test-396,1.5
boostcamp-sts-v1-test-397,2.6
boostcamp-sts-v1-test-398,1.3
boostcamp-sts-v1-test-399,1.1
boostcamp-sts-v1-test-400,0.8
boostcamp-sts-v1-test-401,0.2
boostcamp-sts-v1-test-402,2.8
boostcamp-sts-v1-test-403,2.5
boostcamp-sts-v1-test-404,3.6
boostcamp-sts-v1-test-405,0.9
boostcamp-sts-v1-test-406,2.8
boostcamp-sts-v1-test-407,1.6
boostcamp-sts-v1-test-408,2.4
boostcamp-sts-v1-test-409,3.4
boostcamp-sts-v1-test-410,1.1
boostcamp-sts-v1-test-411,0.8
boostcamp-sts-v1-test-412,1.6
boostcamp-sts-v1-test-413,3.0
boostcamp-sts-v1-test-414,1.9
boostcamp-sts-v1-test-415,1.4
boostcamp-sts-v1-test-416,1.1
boostcamp-sts-v1-test-417,2.3
boostcamp-sts-v1-test-418,3.1
boostcamp-sts-v1-test-419,1.6
boostcamp-sts-v1-test-420,1.9
boostcamp-sts-v1-test-421,2.4
boostcamp-sts-v1-test-422,3.0
boostcamp-sts-v1-test-423,2.8
boostcamp-sts-v1-test-424,2.8
boostcamp-sts-v1-test-425,1.9
boostcamp-sts-v1-test-426,0.5
boostcamp-sts-v1-test-427,4.0
boostcamp-sts-v1-test-428,1.9
boostcamp-sts-v1-test-429,1.5
boostcamp-sts-v1-test-430,0.7
boostcamp-sts-v1-test-431,0.7
boostcamp-sts-v1-test-432,2.4
boostcamp-sts-v1-test-433,0.3
boostcamp-sts-v1-test-434,3.3
boostcamp-sts-v1-test-435,1.7
boostcamp-sts-v1-test-436,1.9
boostcamp-sts-v1-test-437,1.9
boostcamp-sts-v1-test-438,1.2
boostcamp-sts-v1-test-439,2.5
boostcamp-sts-v1-test-440,0.0
boostcamp-sts-v1-test-441,1.7
boostcamp-sts-v1-test-442,1.3
boostcamp-sts-v1-test-443,1.1
boostcamp-sts-v1-test-444,1.4
boostcamp-sts-v1-test-445,0.9
boostcamp-sts-v1-test-446,2.9
boostcamp-sts-v1-test-447,0.3
boostcamp-sts-v1-test-448,3.3
boostcamp-sts-v1-test-449,2.8
boostcamp-sts-v1-test-450,1.7
boostcamp-sts-v1-test-451,2.4
boostcamp-sts-v1-test-452,3.0
boostcamp-sts-v1-test-453,2.3
boostcamp-sts-v1-test-454,2.2
boostcamp-sts-v1-test-455,1.0
boostcamp-sts-v1-test-456,1.3
boostcamp-sts-v1-test-457,1.3
boostcamp-sts-v1-test-458,1.5
boostcamp-sts-v1-test-459,2.9
boostcamp-sts-v1-test-460,1.1
boostcamp-sts-v1-test-461,2.6
boostcamp-sts-v1-test-462,5.0
boostcamp-sts-v1-test-463,1.8
boostcamp-sts-v1-test-464,1.2
boostcamp-sts-v1-test-465,1.2
boostcamp-sts-v1-test-466,0.9
boostcamp-sts-v1-test-467,0.6
boostcamp-sts-v1-test-468,0.6
boostcamp-sts-v1-test-469,2.0
boostcamp-sts-v1-test-470,2.0
boostcamp-sts-v1-test-471,1.6
boostcamp-sts-v1-test-472,2.1
boostcamp-sts-v1-test-473,0.6
boostcamp-sts-v1-test-474,1.9
boostcamp-sts-v1-test-475,0.2
boostcamp-sts-v1-test-476,3.7
boostcamp-sts-v1-test-477,0.6
boostcamp-sts-v1-test-478,0.9
boostcamp-sts-v1-test-479,0.6
boostcamp-sts-v1-test-480,3.6
boostcamp-sts-v1-test-481,0.1
boostcamp-sts-v1-test-482,5.3
boostcamp-sts-v1-test-483,4.9
boostcamp-sts-v1-test-484,0.1
boostcamp-sts-v1-test-485,1.7
boostcamp-sts-v1-test-486,1.1
boostcamp-sts-v1-test-487,3.0
boostcamp-sts-v1-test-488,0.8
boostcamp-sts-v1-test-489,0.6
boostcamp-sts-v1-test-490,2.3
boostcamp-sts-v1-test-491,1.0
boostcamp-sts-v1-test-492,1.9
boostcamp-sts-v1-test-493,1.0
boostcamp-sts-v1-test-494,3.1
boostcamp-sts-v1-test-495,0.5
boostcamp-sts-v1-test-496,3.5
boostcamp-sts-v1-test-497,2.7
boostcamp-sts-v1-test-498,2.3
boostcamp-sts-v1-test-499,2.1
boostcamp-sts-v1-test-500,0.4
boostcamp-sts-v1-test-501,3.0
boostcamp-sts-v1-test-502,2.8
boostcamp-sts-v1-test-503,0.3
boostcamp-sts-v1-test-504,5.2
boostcamp-sts-v1-test-505,1.4
boostcamp-sts-v1-test-506,1.5
boostcamp-sts-v1-test-507,1.2
boostcamp-sts-v1-test-508,1.3
boostcamp-sts-v1-test-509,3.2
boostcamp-sts-v1-test-510,0.7
boostcamp-sts-v1-test-511,2.1
boostcamp-sts-v1-test-512,0.4
boostcamp-sts-v1-test-513,1.5
boostcamp-sts-v1-test-514,0.2
boostcamp-sts-v1-test-515,1.2
boostcamp-sts-v1-test-516,2.0
boostcamp-sts-v1-test-517,1.5
boostcamp-sts-v1-test-518,3.3
boostcamp-sts-v1-test-519,1.0
boostcamp-sts-v1-test-520,1.3
boostcamp-sts-v1-test-521,2.4
boostcamp-sts-v1-test-522,1.1
boostcamp-sts-v1-test-523,2.1
boostcamp-sts-v1-test-524,0.4
boostcamp-sts-v1-test-525,1.8
boostcamp-sts-v1-test-526,2.6
boostcamp-sts-v1-test-527,0.8
boostcamp-sts-v1-test-528,2.0
boostcamp-sts-v1-test-529,3.4
boostcamp-sts-v1-test-530,4.2
boostcamp-sts-v1-test-531,1.8
boostcamp-sts-v1-test-532,2.3
boostcamp-sts-v1-test-533,2.1
boostcamp-sts-v1-test-534,1.6
boostcamp-sts-v1-test-535,3.6
boostcamp-sts-v1-test-536,0.8
boostcamp-sts-v1-test-537,2.2
boostcamp-sts-v1-test-538,0.3
boostcamp-sts-v1-test-539,0.9
boostcamp-sts-v1-test-540,0.9
boostcamp-sts-v1-test-541,3.7
boostcamp-sts-v1-test-542,1.6
boostcamp-sts-v1-test-543,1.2
boostcamp-sts-v1-test-544,0.3
boostcamp-sts-v1-test-545,2.1
boostcamp-sts-v1-test-546,3.5
boostcamp-sts-v1-test-547,4.7
boostcamp-sts-v1-test-548,1.8
boostcamp-sts-v1-test-549,1.3
boostcamp-sts-v1-test-550,1.7
boostcamp-sts-v1-test-551,0.8
boostcamp-sts-v1-test-552,2.0
boostcamp-sts-v1-test-553,2.3
boostcamp-sts-v1-test-554,3.9
boostcamp-sts-v1-test-555,1.8
boostcamp-sts-v1-test-556,0.5
boostcamp-sts-v1-test-557,0.6
boostcamp-sts-v1-test-558,1.2
boostcamp-sts-v1-test-559,0.9
boostcamp-sts-v1-test-560,2.6
boostcamp-sts-v1-test-561,3.0
boostcamp-sts-v1-test-562,1.3
boostcamp-sts-v1-test-563,0.8
boostcamp-sts-v1-test-564,2.7
boostcamp-sts-v1-test-565,1.8
boostcamp-sts-v1-test-566,3.0
boostcamp-sts-v1-test-567,1.2
boostcamp-sts-v1-test-568,1.4
boostcamp-sts-v1-test-569,3.6
boostcamp-sts-v1-test-570,1.1
boostcamp-sts-v1-test-571,1.1
boostcamp-sts-v1-test-572,3.2
boostcamp-sts-v1-test-573,0.4
boostcamp-sts-v1-test-574,-0.0
boostcamp-sts-v1-test-575,2.0
boostcamp-sts-v1-test-576,3.3
boostcamp-sts-v1-test-577,1.1
boostcamp-sts-v1-test-578,2.1
boostcamp-sts-v1-test-579,1.7
boostcamp-sts-v1-test-580,2.5
boostcamp-sts-v1-test-581,0.5
boostcamp-sts-v1-test-582,0.9
boostcamp-sts-v1-test-583,2.9
boostcamp-sts-v1-test-584,0.5
boostcamp-sts-v1-test-585,3.3
boostcamp-sts-v1-test-586,2.5
boostcamp-sts-v1-test-587,2.4
boostcamp-sts-v1-test-588,3.4
boostcamp-sts-v1-test-589,0.6
boostcamp-sts-v1-test-590,2.5
boostcamp-sts-v1-test-591,2.4
boostcamp-sts-v1-test-592,0.6
boostcamp-sts-v1-test-593,2.1
boostcamp-sts-v1-test-594,0.0
boostcamp-sts-v1-test-595,0.9
boostcamp-sts-v1-test-596,3.5
boostcamp-sts-v1-test-597,2.3
boostcamp-sts-v1-test-598,3.4
boostcamp-sts-v1-test-599,2.0
boostcamp-sts-v1-test-600,3.0
boostcamp-sts-v1-test-601,2.8
boostcamp-sts-v1-test-602,3.2
boostcamp-sts-v1-test-603,1.7
boostcamp-sts-v1-test-604,4.8
boostcamp-sts-v1-test-605,1.3
boostcamp-sts-v1-test-606,1.8
boostcamp-sts-v1-test-607,0.5
boostcamp-sts-v1-test-608,1.4
boostcamp-sts-v1-test-609,2.0
boostcamp-sts-v1-test-610,1.8
boostcamp-sts-v1-test-611,2.8
boostcamp-sts-v1-test-612,3.1
boostcamp-sts-v1-test-613,0.8
boostcamp-sts-v1-test-614,0.2
boostcamp-sts-v1-test-615,2.3
boostcamp-sts-v1-test-616,2.5
boostcamp-sts-v1-test-617,2.6
boostcamp-sts-v1-test-618,2.2
boostcamp-sts-v1-test-619,0.9
boostcamp-sts-v1-test-620,0.8
boostcamp-sts-v1-test-621,1.1
boostcamp-sts-v1-test-622,1.0
boostcamp-sts-v1-test-623,2.6
boostcamp-sts-v1-test-624,2.4
boostcamp-sts-v1-test-625,2.4
boostcamp-sts-v1-test-626,2.3
boostcamp-sts-v1-test-627,3.1
boostcamp-sts-v1-test-628,1.6
boostcamp-sts-v1-test-629,0.1
boostcamp-sts-v1-test-630,0.7
boostcamp-sts-v1-test-631,2.0
boostcamp-sts-v1-test-632,1.7
boostcamp-sts-v1-test-633,2.2
boostcamp-sts-v1-test-634,0.2
boostcamp-sts-v1-test-635,2.1
boostcamp-sts-v1-test-636,2.1
boostcamp-sts-v1-test-637,0.1
boostcamp-sts-v1-test-638,1.8
boostcamp-sts-v1-test-639,3.1
boostcamp-sts-v1-test-640,2.3
boostcamp-sts-v1-test-641,4.4
boostcamp-sts-v1-test-642,1.2
boostcamp-sts-v1-test-643,1.1
boostcamp-sts-v1-test-644,0.9
boostcamp-sts-v1-test-645,0.6
boostcamp-sts-v1-test-646,3.3
boostcamp-sts-v1-test-647,1.4
boostcamp-sts-v1-test-648,1.1
boostcamp-sts-v1-test-649,2.7
boostcamp-sts-v1-test-650,2.5
boostcamp-sts-v1-test-651,0.7
boostcamp-sts-v1-test-652,3.2
boostcamp-sts-v1-test-653,1.7
boostcamp-sts-v1-test-654,0.4
boostcamp-sts-v1-test-655,2.7
boostcamp-sts-v1-test-656,5.2
boostcamp-sts-v1-test-657,0.4
boostcamp-sts-v1-test-658,2.9
boostcamp-sts-v1-test-659,3.1
boostcamp-sts-v1-test-660,2.2
boostcamp-sts-v1-test-661,-0.1
boostcamp-sts-v1-test-662,3.2
boostcamp-sts-v1-test-663,2.6
boostcamp-sts-v1-test-664,1.2
boostcamp-sts-v1-test-665,2.9
boostcamp-sts-v1-test-666,1.1
boostcamp-sts-v1-test-667,1.9
boostcamp-sts-v1-test-668,2.9
boostcamp-sts-v1-test-669,2.6
boostcamp-sts-v1-test-670,1.2
boostcamp-sts-v1-test-671,1.1
boostcamp-sts-v1-test-672,-0.0
boostcamp-sts-v1-test-673,2.2
boostcamp-sts-v1-test-674,1.1
boostcamp-sts-v1-test-675,2.5
boostcamp-sts-v1-test-676,3.2
boostcamp-sts-v1-test-677,3.7
boostcamp-sts-v1-test-678,3.9
boostcamp-sts-v1-test-679,3.1
boostcamp-sts-v1-test-680,0.5
boostcamp-sts-v1-test-681,0.9
boostcamp-sts-v1-test-682,0.4
boostcamp-sts-v1-test-683,2.3
boostcamp-sts-v1-test-684,3.2
boostcamp-sts-v1-test-685,1.2
boostcamp-sts-v1-test-686,5.1
boostcamp-sts-v1-test-687,3.4
boostcamp-sts-v1-test-688,3.8
boostcamp-sts-v1-test-689,0.2
boostcamp-sts-v1-test-690,2.8
boostcamp-sts-v1-test-691,3.7
boostcamp-sts-v1-test-692,0.9
boostcamp-sts-v1-test-693,5.3
boostcamp-sts-v1-test-694,1.2
boostcamp-sts-v1-test-695,1.8
boostcamp-sts-v1-test-696,1.1
boostcamp-sts-v1-test-697,2.4
boostcamp-sts-v1-test-698,2.0
